ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,2017,2018,2019,2020
UKR,PPPGDP,Ukraine,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,504.188,534.32,561.306,547.292
UKR,NGDP_D,Ukraine,"Gross domestic product, deflator",Index,,122.168,140.911,152.565,168.22
UKR,NGDPRPC,Ukraine,"Gross domestic product per capita, constant prices",National currency,Units,"57,836.24","60,186.24","62,485.17","60,596.30"
UKR,NGDPRPPPPC,Ukraine,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"11,942.82","12,428.08","12,902.80","12,512.76"
UKR,NGDPPC,Ukraine,"Gross domestic product per capita, current prices",National currency,Units,"70,657.18","84,809.21","95,330.29","101,935.26"
UKR,NGDPDPC,Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,655.99","3,118.26","3,688.95","3,780.08"
UKR,PPPPC,Ukraine,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"11,942.82","12,726.88","13,449.99","13,213.63"
UKR,NGAP_NPGDP,Ukraine,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
UKR,PPPSH,Ukraine,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.412,0.411,0.413,0.41
UKR,PPPEX,Ukraine,Implied PPP conversion rate,National currency per current international dollar,,5.916,6.664,7.088,7.714
UKR,NID_NGDP,Ukraine,Total investment,Percent of GDP,,20.749,18.587,14.886,8.932
UKR,NGSD_NGDP,Ukraine,Gross national savings,Percent of GDP,,18.567,15.314,12.153,12.236
UKR,PCPI,Ukraine,"Inflation, average consumer prices",Index,,"73,401,082.84","81,436,069.32","87,857,948.11","90,264,859.78"
UKR,PCPIPCH,Ukraine,"Inflation, average consumer prices",Percent change,,14.443,10.947,7.886,2.74
UKR,PCPIE,Ukraine,"Inflation, end of period consumer prices",Index,,"77,587,328.49","85,173,122.12","88,625,805.75","93,050,297.99"
UKR,PCPIEPCH,Ukraine,"Inflation, end of period consumer prices",Percent change,,13.669,9.777,4.054,4.992
UKR,TM_RPCH,Ukraine,Volume of imports of goods and services,Percent change,,16.548,8.494,7.196,-3.286
UKR,TMG_RPCH,Ukraine,Volume of Imports of goods,Percent change,,16.548,8.494,7.196,-3.286
UKR,TX_RPCH,Ukraine,Volume of exports of goods and services,Percent change,,7.86,1.907,6.414,11.144
UKR,TXG_RPCH,Ukraine,Volume of exports of goods,Percent change,,7.86,1.907,6.414,11.144
UKR,LUR,Ukraine,Unemployment rate,Percent of total labor force,,9.65,9,8.5,9.15
UKR,LE,Ukraine,Employment,Persons,Millions,,n/a,,
UKR,LP,Ukraine,Population,Persons,Millions,42.217,41.984,41.733,41.419
UKR,GGR,Ukraine,General government revenue,National currency,Billions,"1,172.03","1,416.92","1,567.84","1,675.39"
UKR,GGR_NGDP,Ukraine,General government revenue,Percent of GDP,,39.291,39.795,39.409,39.682
UKR,GGX,Ukraine,General government total expenditure,National currency,Billions,"1,242.28","1,492.53","1,650.65","1,925.25"
UKR,GGX_NGDP,Ukraine,General government total expenditure,Percent of GDP,,41.646,41.918,41.49,45.6
UKR,GGXCNL,Ukraine,General government net lending/borrowing,National currency,Billions,-70.25,-75.61,-82.812,-249.86
UKR,GGXCNL_NGDP,Ukraine,General government net lending/borrowing,Percent of GDP,,-2.355,-2.124,-2.082,-5.918
UKR,GGSB,Ukraine,General government structural balance,National currency,Billions,-56.131,-88.06,-67.187,-222.88
UKR,GGSB_NPGDP,Ukraine,General government structural balance,Percent of potential GDP,,-1.842,-2.476,-1.678,-5.1
UKR,GGXONLB,Ukraine,General government primary net lending/borrowing,National currency,Billions,41.446,41.327,37.966,-127.663
UKR,GGXONLB_NGDP,Ukraine,General government primary net lending/borrowing,Percent of GDP,,1.389,1.161,0.954,-3.024
UKR,GGXWDN,Ukraine,General government net debt,National currency,Billions,,,,
UKR,GGXWDN_NGDP,Ukraine,General government net debt,Percent of GDP,,,,,
UKR,GGXWDG,Ukraine,General government gross debt,National currency,Billions,"2,135.06","2,148.76","2,006.73","2,554.83"
UKR,GGXWDG_NGDP,Ukraine,General government gross debt,Percent of GDP,,71.576,60.348,50.441,60.512
UKR,NGDP_FY,Ukraine,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"2,982.92","3,560.60","3,978.40","4,222.03"
UKR,BCA,Ukraine,Current account balance,U.S. dollars,Billions,-2.446,-4.284,-4.208,5.172
UKR,BCA_NGDPD,Ukraine,Current account balance,Percent of GDP,,-2.181,-3.272,-2.733,3.303
ARE,NGDP_R,United Arab Emirates,"Gross domestic product, constant prices",National currency,Billions,"1,481.65","1,501.12","1,517.76","1,442.52"
ARE,NGDP_RPCH,United Arab Emirates,"Gross domestic product, constant prices",Percent change,,0.735,1.314,1.108,-4.957
ARE,NGDP,United Arab Emirates,"Gross domestic product, current prices",National currency,Billions,"1,434.17","1,568.34","1,535.07","1,283.44"
ARE,NGDPD,United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,390.517,427.049,417.99,349.473
ARE,PPPGDP,United Arab Emirates,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,645.503,669.707,689.275,663.656
ARE,NGDP_D,United Arab Emirates,"Gross domestic product, deflator",Index,,96.795,104.478,101.14,88.972
ARE,NGDPRPC,United Arab Emirates,"Gross domestic product per capita, constant prices",National currency,Units,"159,244.40","160,259.27","159,701.27","155,403.93"
ARE,NGDPRPPPPC,United Arab Emirates,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"69,377.00","69,819.14","69,576.04","67,703.85"
ARE,NGDPPC,United Arab Emirates,"Gross domestic product per capita, current prices",National currency,Units,"154,141.26","167,435.44","161,522.45","138,265.82"
ARE,NGDPDPC,United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"41,971.75","45,591.68","43,981.61","37,648.96"
ARE,PPPPC,United Arab Emirates,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"69,377.00","71,497.75","72,526.71","71,496.14"
ARE,NGAP_NPGDP,United Arab Emirates,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
ARE,PPPSH,United Arab Emirates,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.527,0.516,0.507,0.497
ARE,PPPEX,United Arab Emirates,Implied PPP conversion rate,National currency per current international dollar,,2.222,2.342,2.227,1.934
ARE,NID_NGDP,United Arab Emirates,Total investment,Percent of GDP,,21.281,21.831,24.069,23.329
ARE,NGSD_NGDP,United Arab Emirates,Gross national savings,Percent of GDP,,28.323,31.488,32.998,29.367
ARE,PCPI,United Arab Emirates,"Inflation, average consumer prices",Index,,258.192,266.12,260.972,255.554
ARE,PCPIPCH,United Arab Emirates,"Inflation, average consumer prices",Percent change,,1.966,3.071,-1.934,-2.076
ARE,PCPIE,United Arab Emirates,"Inflation, end of period consumer prices",Index,,273.455,281.852,276.4,270.662
ARE,PCPIEPCH,United Arab Emirates,"Inflation, end of period consumer prices",Percent change,,1.966,3.071,-1.934,-2.076
ARE,TM_RPCH,United Arab Emirates,Volume of imports of goods and services,Percent change,,0.673,-0.192,-2.796,-17.444
ARE,TMG_RPCH,United Arab Emirates,Volume of Imports of goods,Percent change,,0.858,-5.949,-3.322,-11.942
ARE,TX_RPCH,United Arab Emirates,Volume of exports of goods and services,Percent change,,1.4,-0.299,-0.318,-8.673
ARE,TXG_RPCH,United Arab Emirates,Volume of exports of goods,Percent change,,1.192,-4.028,-1.495,-8.628
ARE,LUR,United Arab Emirates,Unemployment rate,Percent of total labor force,,,,,
ARE,LE,United Arab Emirates,Employment,Persons,Millions,,n/a,,
ARE,LP,United Arab Emirates,Population,Persons,Millions,9.304,9.367,9.504,9.282
ARE,GGR,United Arab Emirates,General government revenue,National currency,Billions,401.164,477.735,476.472,367.865
ARE,GGR_NGDP,United Arab Emirates,General government revenue,Percent of GDP,,27.972,30.461,31.039,28.662
ARE,GGX,United Arab Emirates,General government total expenditure,National currency,Billions,403.521,418.616,436.711,399.544
ARE,GGX_NGDP,United Arab Emirates,General government total expenditure,Percent of GDP,,28.136,26.692,28.449,31.131
ARE,GGXCNL,United Arab Emirates,General government net lending/borrowing,National currency,Billions,-2.357,59.119,39.761,-31.679
ARE,GGXCNL_NGDP,United Arab Emirates,General government net lending/borrowing,Percent of GDP,,-0.164,3.77,2.59,-2.468
ARE,GGSB,United Arab Emirates,General government structural balance,National currency,Billions,,,,
ARE,GGSB_NPGDP,United Arab Emirates,General government structural balance,Percent of potential GDP,,,,,
ARE,GGXONLB,United Arab Emirates,General government primary net lending/borrowing,National currency,Billions,-0.431,62.782,44.294,-27.852
ARE,GGXONLB_NGDP,United Arab Emirates,General government primary net lending/borrowing,Percent of GDP,,-0.03,4.003,2.885,-2.17
ARE,GGXWDN,United Arab Emirates,General government net debt,National currency,Billions,,,,
ARE,GGXWDN_NGDP,United Arab Emirates,General government net debt,Percent of GDP,,,,,
ARE,GGXWDG,United Arab Emirates,General government gross debt,National currency,Billions,313.561,334.514,411.414,527.312
ARE,GGXWDG_NGDP,United Arab Emirates,General government gross debt,Percent of GDP,,21.864,21.329,26.801,41.086
ARE,NGDP_FY,United Arab Emirates,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"1,434.17","1,568.34","1,535.07","1,283.44"
ARE,BCA,United Arab Emirates,Current account balance,U.S. dollars,Billions,27.5,41.242,37.321,21.103
ARE,BCA_NGDPD,United Arab Emirates,Current account balance,Percent of GDP,,7.042,9.658,8.929,6.038
GBR,NGDP_R,United Kingdom,"Gross domestic product, constant prices",National currency,Billions,"2,166.07","2,203.01","2,238.35","1,991.44"
GBR,NGDP_RPCH,United Kingdom,"Gross domestic product, constant prices",Percent change,,2.444,1.705,1.604,-11.031
GBR,NGDP,United Kingdom,"Gross domestic product, current prices",National currency,Billions,"2,085.01","2,157.41","2,238.35","2,109.59"
GBR,NGDPD,United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"2,685.64","2,881.85","2,858.73","2,706.54"
GBR,PPPGDP,United Kingdom,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"3,056.60","3,183.46","3,292.55","2,967.58"
GBR,NGDP_D,United Kingdom,"Gross domestic product, deflator",Index,,96.258,97.93,100,105.933
GBR,NGDPRPC,United Kingdom,"Gross domestic product per capita, constant prices",National currency,Units,"32,799.41","33,159.81","33,509.71","29,687.08"
GBR,NGDPRPPPPC,United Kingdom,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"46,284.11","46,792.68","47,286.43","41,892.22"
GBR,NGDPPC,United Kingdom,"Gross domestic product per capita, current prices",National currency,Units,"31,571.90","32,473.51","33,509.71","31,448.46"
GBR,NGDPDPC,United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"40,666.83","43,377.76","42,797.26","40,347.36"
GBR,PPPPC,United Kingdom,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"46,284.11","47,917.68","49,291.81","44,238.73"
GBR,NGAP_NPGDP,United Kingdom,Output gap in percent of potential GDP,Percent of potential GDP,,-1.316,-1.044,-0.809,-3.613
GBR,PPPSH,United Kingdom,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,2.496,2.451,2.424,2.224
GBR,PPPEX,United Kingdom,Implied PPP conversion rate,National currency per current international dollar,,0.682,0.678,0.68,0.711
GBR,NID_NGDP,United Kingdom,Total investment,Percent of GDP,,18.31,17.971,18.138,17.209
GBR,NGSD_NGDP,United Kingdom,Gross national savings,Percent of GDP,,14.701,13.9,15.309,14.008
GBR,PCPI,United Kingdom,"Inflation, average consumer prices",Index,,103.361,105.922,107.819,108.736
GBR,PCPIPCH,United Kingdom,"Inflation, average consumer prices",Percent change,,2.683,2.478,1.791,0.851
GBR,PCPIE,United Kingdom,"Inflation, end of period consumer prices",Index,,104.929,107.137,108.532,109.171
GBR,PCPIEPCH,United Kingdom,"Inflation, end of period consumer prices",Percent change,,2.973,2.104,1.302,0.589
GBR,TM_RPCH,United Kingdom,Volume of imports of goods and services,Percent change,,3.342,3.337,2.603,-16.049
GBR,TMG_RPCH,United Kingdom,Volume of Imports of goods,Percent change,,2.364,0.346,2.563,-12.275
GBR,TX_RPCH,United Kingdom,Volume of exports of goods and services,Percent change,,6.844,3.15,1.715,-12.084
GBR,TXG_RPCH,United Kingdom,Volume of exports of goods,Percent change,,6.976,0.244,1.892,-12.995
GBR,LUR,United Kingdom,Unemployment rate,Percent of total labor force,,4.425,4.075,3.825,4.55
GBR,LE,United Kingdom,Employment,Persons,Millions,32.057,32.439,32.799,32.509
GBR,LP,United Kingdom,Population,Persons,Millions,66.04,66.436,66.797,67.081
GBR,GGR,United Kingdom,General government revenue,National currency,Billions,764.002,788.852,812.766,777.587
GBR,GGR_NGDP,United Kingdom,General government revenue,Percent of GDP,,36.643,36.565,36.311,36.86
GBR,GGX,United Kingdom,General government total expenditure,National currency,Billions,813.343,835.802,862.595,"1,051.99"
GBR,GGX_NGDP,United Kingdom,General government total expenditure,Percent of GDP,,39.009,38.741,38.537,49.867
GBR,GGXCNL,United Kingdom,General government net lending/borrowing,National currency,Billions,-49.341,-46.95,-49.829,-274.403
GBR,GGXCNL_NGDP,United Kingdom,General government net lending/borrowing,Percent of GDP,,-2.366,-2.176,-2.226,-13.007
GBR,GGSB,United Kingdom,General government structural balance,National currency,Billions,-27.271,-30.724,-37.542,17.263
GBR,GGSB_NPGDP,United Kingdom,General government structural balance,Percent of potential GDP,,-1.281,-1.399,-1.646,0.795
GBR,GGXONLB,United Kingdom,General government primary net lending/borrowing,National currency,Billions,-12.294,-11.464,-19.146,-252.199
GBR,GGXONLB_NGDP,United Kingdom,General government primary net lending/borrowing,Percent of GDP,,-0.59,-0.531,-0.855,-11.955
GBR,GGXWDN,United Kingdom,General government net debt,National currency,Billions,"1,587.83","1,626.61","1,670.21","1,974.78"
GBR,GGXWDN_NGDP,United Kingdom,General government net debt,Percent of GDP,,76.155,75.396,74.618,93.609
GBR,GGXWDG,United Kingdom,General government gross debt,National currency,Billions,"1,785.63","1,837.13","1,891.06","2,206.45"
GBR,GGXWDG_NGDP,United Kingdom,General government gross debt,Percent of GDP,,85.642,85.154,84.485,104.591
GBR,NGDP_FY,United Kingdom,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"2,085.01","2,157.41","2,238.35","2,109.59"
GBR,BCA,United Kingdom,Current account balance,U.S. dollars,Billions,-96.917,-117.321,-80.872,-86.613
GBR,BCA_NGDPD,United Kingdom,Current account balance,Percent of GDP,,-3.609,-4.071,-2.829,-3.2
USA,NGDP_R,United States,"Gross domestic product, constant prices",National currency,Billions,"18,076.65","18,609.05","19,036.05","18,509.15"
USA,NGDP_RPCH,United States,"Gross domestic product, constant prices",Percent change,,2.242,2.945,2.295,-2.768
USA,NGDP,United States,"Gross domestic product, current prices",National currency,Billions,"19,477.35","20,533.08","21,380.95","21,060.45"
USA,NGDPD,United States,"Gross domestic product, current prices",U.S. dollars,Billions,"19,477.35","20,533.08","21,380.95","21,060.45"
USA,PPPGDP,United States,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"19,477.35","20,533.08","21,380.95","21,060.45"
USA,NGDP_D,United States,"Gross domestic product, deflator",Index,,107.749,110.339,112.318,113.784
USA,NGDPRPC,United States,"Gross domestic product per capita, constant prices",National currency,Units,"55,572.58","56,904.34","57,940.11","55,875.47"
USA,NGDPRPPPPC,United States,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"59,878.72","61,313.66","62,429.70","60,205.08"
USA,NGDPPC,United States,"Gross domestic product per capita, current prices",National currency,Units,"59,878.72","62,787.78","65,077.30","63,577.34"
USA,NGDPDPC,United States,"Gross domestic product per capita, current prices",U.S. dollars,Units,"59,878.72","62,787.78","65,077.30","63,577.34"
USA,PPPPC,United States,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"59,878.72","62,787.78","65,077.30","63,577.34"
USA,NGAP_NPGDP,United States,Output gap in percent of potential GDP,Percent of potential GDP,,-1.33,0.021,0.673,-2.508
USA,PPPSH,United States,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,15.903,15.809,15.742,15.781
USA,PPPEX,United States,Implied PPP conversion rate,National currency per current international dollar,,1,1,1,1
USA,NID_NGDP,United States,Total investment,Percent of GDP,,20.814,21.206,21.319,21.051
USA,NGSD_NGDP,United States,Gross national savings,Percent of GDP,,19.498,19.613,19.696,19.258
USA,PCPI,United States,"Inflation, average consumer prices",Index,,245.121,251.1,255.652,258.851
USA,PCPIPCH,United States,"Inflation, average consumer prices",Percent change,,2.131,2.439,1.813,1.251
USA,PCPIE,United States,"Inflation, end of period consumer prices",Index,,248.28,253.063,258.345,262.389
USA,PCPIEPCH,United States,"Inflation, end of period consumer prices",Percent change,,2.178,1.926,2.088,1.565
USA,TM_RPCH,United States,Volume of imports of goods and services,Percent change,,4.509,4.206,1.144,-8.958
USA,TMG_RPCH,United States,Volume of Imports of goods,Percent change,,4.478,5.066,0.489,-5.797
USA,TX_RPCH,United States,Volume of exports of goods and services,Percent change,,4.268,2.802,0.47,-13.235
USA,TXG_RPCH,United States,Volume of exports of goods,Percent change,,4.129,4.216,0.099,-10.149
USA,LUR,United States,Unemployment rate,Percent of total labor force,,4.358,3.892,3.683,8.092
USA,LE,United States,Employment,Persons,Millions,153.335,155.763,157.534,147.813
USA,LP,United States,Population,Persons,Millions,325.28,327.023,328.547,331.257
USA,GGR,United States,General government revenue,National currency,Billions,"5,969.13","6,207.02","6,461.83","6,489.71"
USA,GGR_NGDP,United States,General government revenue,Percent of GDP,,30.647,30.229,30.222,30.815
USA,GGX,United States,General government total expenditure,National currency,Billions,"6,904.29","7,299.76","7,689.68","9,438.89"
USA,GGX_NGDP,United States,General government total expenditure,Percent of GDP,,35.448,35.551,35.965,44.818
USA,GGXCNL,United States,General government net lending/borrowing,National currency,Billions,-935.157,"-1,092.74","-1,227.86","-2,949.17"
USA,GGXCNL_NGDP,United States,General government net lending/borrowing,Percent of GDP,,-4.801,-5.322,-5.743,-14.003
USA,GGSB,United States,General government structural balance,National currency,Billions,-852.246,"-1,048.07","-1,266.92","-2,301.64"
USA,GGSB_NPGDP,United States,General government structural balance,Percent of potential GDP,,-4.318,-5.106,-5.966,-10.656
USA,GGXONLB,United States,General government primary net lending/borrowing,National currency,Billions,-541.72,-634.126,-741.658,"-2,515.77"
USA,GGXONLB_NGDP,United States,General government primary net lending/borrowing,Percent of GDP,,-2.781,-3.088,-3.469,-11.945
USA,GGXWDN,United States,General government net debt,National currency,Billions,"15,663.66","16,658.90","17,758.38","20,711.60"
USA,GGXWDN_NGDP,United States,General government net debt,Percent of GDP,,80.42,81.132,83.057,98.344
USA,GGXWDG,United States,General government gross debt,National currency,Billions,"20,686.59","22,060.23","23,251.05","28,114.76"
USA,GGXWDG_NGDP,United States,General government gross debt,Percent of GDP,,106.208,107.438,108.747,133.496
USA,NGDP_FY,United States,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"19,477.35","20,533.08","21,380.95","21,060.45"
USA,BCA,United States,Current account balance,U.S. dollars,Billions,-367.615,-439.849,-441.75,-597.139
USA,BCA_NGDPD,United States,Current account balance,Percent of GDP,,-1.887,-2.142,-2.066,-2.835
URY,NGDP_R,Uruguay,"Gross domestic product, constant prices",National currency,Billions,"1,763.94","1,766.70","1,779.85","1,668.38"
URY,NGDP_RPCH,Uruguay,"Gross domestic product, constant prices",Percent change,,1.74,0.156,0.744,-6.263
URY,NGDP,Uruguay,"Gross domestic product, current prices",National currency,Billions,"1,864.14","2,003.38","2,187.55","2,254.72"
URY,NGDPD,Uruguay,"Gross domestic product, current prices",U.S. dollars,Billions,65.068,65.229,62.056,53.664
URY,PPPGDP,Uruguay,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,80.027,82.079,84.173,79.931
URY,NGDP_D,Uruguay,"Gross domestic product, deflator",Index,,105.68,113.397,122.906,135.145
URY,NGDPRPC,Uruguay,"Gross domestic product per capita, constant prices",National currency,Units,"504,964.08","503,909.19","505,846.65","472,505.67"
URY,NGDPRPPPPC,Uruguay,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"22,909.42","22,861.56","22,949.46","21,436.83"
URY,NGDPPC,Uruguay,"Gross domestic product per capita, current prices",National currency,Units,"533,647.48","571,417.18","621,717.31","638,567.01"
URY,NGDPDPC,Uruguay,"Gross domestic product per capita, current prices",U.S. dollars,Units,"18,626.98","18,604.96","17,636.70","15,198.37"
URY,PPPPC,Uruguay,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"22,909.42","23,411.20","23,922.73","22,637.57"
URY,NGAP_NPGDP,Uruguay,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
URY,PPPSH,Uruguay,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.065,0.063,0.062,0.06
URY,PPPEX,Uruguay,Implied PPP conversion rate,National currency per current international dollar,,23.294,24.408,25.989,28.208
URY,NID_NGDP,Uruguay,Total investment,Percent of GDP,,16.257,14.948,14.336,16.394
URY,NGSD_NGDP,Uruguay,Gross national savings,Percent of GDP,,16.268,14.491,15.577,15.59
URY,PCPI,Uruguay,"Inflation, average consumer prices",Index,,65.146,70.101,75.627,83.003
URY,PCPIPCH,Uruguay,"Inflation, average consumer prices",Percent change,,6.222,7.606,7.883,9.754
URY,PCPIE,Uruguay,"Inflation, end of period consumer prices",Index,,66.2,71.47,77.76,85.07
URY,PCPIEPCH,Uruguay,"Inflation, end of period consumer prices",Percent change,,6.551,7.961,8.801,9.401
URY,TM_RPCH,Uruguay,Volume of imports of goods and services,Percent change,,3.956,0.28,-3.112,-12.822
URY,TMG_RPCH,Uruguay,Volume of Imports of goods,Percent change,,3.098,-2.453,-5.629,-3.77
URY,TX_RPCH,Uruguay,Volume of exports of goods and services,Percent change,,3.53,0.366,-2.268,-18.769
URY,TXG_RPCH,Uruguay,Volume of exports of goods,Percent change,,1.664,3.929,-0.373,-15.94
URY,LUR,Uruguay,Unemployment rate,Percent of total labor force,,7.925,8.367,8.925,10.35
URY,LE,Uruguay,Employment,Persons,Millions,,n/a,,
URY,LP,Uruguay,Population,Persons,Millions,3.493,3.506,3.519,3.531
URY,GGR,Uruguay,General government revenue,National currency,Billions,507.366,571.291,611.186,632.874
URY,GGR_NGDP,Uruguay,General government revenue,Percent of GDP,,27.217,28.516,27.939,28.069
URY,GGX,Uruguay,General government total expenditure,National currency,Billions,554.161,608.755,668.469,737.922
URY,GGX_NGDP,Uruguay,General government total expenditure,Percent of GDP,,29.727,30.386,30.558,32.728
URY,GGXCNL,Uruguay,General government net lending/borrowing,National currency,Billions,-46.795,-37.464,-57.283,-105.048
URY,GGXCNL_NGDP,Uruguay,General government net lending/borrowing,Percent of GDP,,-2.51,-1.87,-2.619,-4.659
URY,GGSB,Uruguay,General government structural balance,National currency,Billions,-68.704,-71.888,-81.75,-68.063
URY,GGSB_NPGDP,Uruguay,General government structural balance,Percent of potential GDP,,-3.711,-3.597,-3.702,-2.889
URY,GGXONLB,Uruguay,General government primary net lending/borrowing,National currency,Billions,-2.897,10.375,-10.758,-47.457
URY,GGXONLB_NGDP,Uruguay,General government primary net lending/borrowing,Percent of GDP,,-0.155,0.518,-0.492,-2.105
URY,GGXWDN,Uruguay,General government net debt,National currency,Billions,824.752,935,"1,094.22","1,292.61"
URY,GGXWDN_NGDP,Uruguay,General government net debt,Percent of GDP,,44.243,46.671,50.02,57.329
URY,GGXWDG,Uruguay,General government gross debt,National currency,Billions,"1,040.58","1,162.26","1,308.04","1,535.06"
URY,GGXWDG_NGDP,Uruguay,General government gross debt,Percent of GDP,,55.821,58.015,59.795,68.082
URY,NGDP_FY,Uruguay,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"1,864.14","2,003.38","2,187.55","2,254.72"
URY,BCA,Uruguay,Current account balance,U.S. dollars,Billions,0.007,-0.298,0.77,-0.431
URY,BCA_NGDPD,Uruguay,Current account balance,Percent of GDP,,0.011,-0.457,1.241,-0.804
UZB,NGDP_R,Uzbekistan,"Gross domestic product, constant prices",National currency,Billions,"529,054.48","560,161.53","593,667.78","605,514.90"
UZB,NGDP_RPCH,Uzbekistan,"Gross domestic product, constant prices",Percent change,,4.395,5.88,5.982,1.996
UZB,NGDP,Uzbekistan,"Gross domestic product, current prices",National currency,Billions,"317,476.37","426,641.02","532,712.49","605,514.90"
UZB,NGDPD,Uzbekistan,"Gross domestic product, current prices",U.S. dollars,Billions,62.081,52.87,60.284,60.225
UZB,PPPGDP,Uzbekistan,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,221.561,240.228,259.164,267.785
UZB,NGDP_D,Uzbekistan,"Gross domestic product, deflator",Index,,60.008,76.164,89.732,100
UZB,NGDPRPC,Uzbekistan,"Gross domestic product per capita, constant prices",National currency,Units,"16,470,929.29","17,153,035.29","17,851,717.07","17,859,057.02"
UZB,NGDPRPPPPC,Uzbekistan,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"6,897.81","7,183.46","7,476.06","7,479.14"
UZB,NGDPPC,Uzbekistan,"Gross domestic product per capita, current prices",National currency,Units,"9,883,917.41","13,064,425.50","16,018,778.53","17,859,057.02"
UZB,NGDPDPC,Uzbekistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,932.76","1,618.97","1,812.74","1,776.27"
UZB,PPPPC,Uzbekistan,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"6,897.81","7,356.17","7,793.12","7,898.07"
UZB,NGAP_NPGDP,Uzbekistan,Output gap in percent of potential GDP,Percent of potential GDP,,,,,
UZB,PPPSH,Uzbekistan,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.181,0.185,0.191,0.201
UZB,PPPEX,Uzbekistan,Implied PPP conversion rate,National currency per current international dollar,,"1,432.91","1,775.98","2,055.50","2,261.19"
UZB,NID_NGDP,Uzbekistan,Total investment,Percent of GDP,,29.526,42.161,40.229,38.447
UZB,NGSD_NGDP,Uzbekistan,Gross national savings,Percent of GDP,,31.907,35.365,34.636,33.42
UZB,PCPI,Uzbekistan,"Inflation, average consumer prices",Index,,65.826,77.362,88.599,100
UZB,PCPIPCH,Uzbekistan,"Inflation, average consumer prices",Percent change,,13.876,17.524,14.526,12.868
UZB,PCPIE,Uzbekistan,"Inflation, end of period consumer prices",Index,,72.209,82.509,95.041,105.654
UZB,PCPIEPCH,Uzbekistan,"Inflation, end of period consumer prices",Percent change,,18.782,14.265,15.189,11.167
UZB,TM_RPCH,Uzbekistan,Volume of imports of goods and services,Percent change,,3.536,39.398,15.252,-13.043
UZB,TMG_RPCH,Uzbekistan,Volume of Imports of goods,Percent change,,2.47,40.371,15.997,-8.556
UZB,TX_RPCH,Uzbekistan,Volume of exports of goods and services,Percent change,,14.776,11.76,16.188,-20.029
UZB,TXG_RPCH,Uzbekistan,Volume of exports of goods,Percent change,,14.035,9.482,17.06,-14.435
UZB,LUR,Uzbekistan,Unemployment rate,Percent of total labor force,,5.83,9.347,8.976,10.531
UZB,LE,Uzbekistan,Employment,Persons,Millions,,n/a,,
UZB,LP,Uzbekistan,Population,Persons,Millions,32.121,32.657,33.256,33.905
UZB,GGR,Uzbekistan,General government revenue,National currency,Billions,"74,609.85","114,273.41","142,716.70","154,161.96"
UZB,GGR_NGDP,Uzbekistan,General government revenue,Percent of GDP,,23.501,26.784,26.791,25.46
UZB,GGX,Uzbekistan,General government total expenditure,National currency,Billions,"70,963.70","105,899.36","144,443.61","173,868.88"
UZB,GGX_NGDP,Uzbekistan,General government total expenditure,Percent of GDP,,22.352,24.822,27.115,28.714
